ulevel,comment,score,uname,uid
5,到东京前都还好 到后面感觉伏笔埋了太多 看到充满迷惑   比天气之子差,6,三刀士道,87039713
4,诚哥nb,10,続綖,1412831141
5,还不错，男主变椅子又帅又可爱的哈哈哈,10,莲雾好吃欸,104357555
5,令人满意的三年之约,10,秋白夏天,444925027
4,好看，音乐和画面是诚哥的正常水准了！,10,摸鱼的钟同学,1719978447
6,emmm，大概就这样吧,8,红毛大学罢,179274886
4,不如君名 但不失为佳作,10,Lu_Y_V,603317959
5,神作,10,代号BB250,249213629
6,闭门咒语成功打开了我的心门。草太简直就是正经版的紫拉～,8,十三o月,31930896
5,还不错,8,zip哦哈,1978139274
6,比你的名字差一档次，比天气之子好一点,6,花街猫,89123464
5,永不灭,10,Mangle-777,629422744
5,画面一星，音乐一星。真不知道还有哪些可以夸的了( •̅_•̅ ),4,肜了个纆,499655614
4,真的特别好看,10,年休假系统,589810143
5,真的超级喜欢！看到大臣又被封印了后想到“猫猫我呀，刚退休，就又要上班辽”男主也是要颜值有颜值，要身材有身材，人还贼温柔，学历还高，女主也特别勇敢，不懂为什么有人怒怼男女主，男女主感情戏也很棒的，去看！,10,端木姆,1256217336
5,感情线部分，个人认为是比较混乱看不懂，煽情部分剧情不太具有感染力全靠音乐衬托,6,i-f-l-i-p-p-e-d,666687621
5,说说我的看法吧，新海诚的画面制作一直都是属于上乘之作，这次也终于不只会写爱情了。但感觉叙事这块还是不够足，总之来说就是延续了新海诚的优点，也仍然没有在本身不足上面花功夫（狗头保命）,8,桜と雪がいっぱいです,237290457
5,看哇了，哭了呜呜ww,10,桃依依i,35367157
5,很震撼！新海诚老师给观众又再次带来惊喜！值得二刷呜呜呜,10,elikuu,486041214
5,好,10,河套平原hh,366721931
5,剧情很不错，就是那个大臣…大冤种啊…,8,北聿亦鱼,498924396
5,超美,10,一只题海里的鱼,1885392219
6,及格水平 叙事比较混乱台词不太行 画面精美,6,怡宝不泡妞,85906398
6,懂不懂世界系啊？,10,初音ミクのロミオ,251885
5,就个人而言，挺好看的,10,_-爱-门-_,1839295220
5,剧情中上，设定优秀，配音优秀，配乐优秀，经费足，在电影院看有些场面大受震惊，总之就是非常好！,10,芳乃惠,515000854
5,看起来很舒服,8,和天气一样温度,2129911939
6,＜你的名字，但＞天气之子,8,诗羽琉璃,269443209
5,佳作,10,隧宇球球,389421282
6,挺好看的,10,花语11号,1386111
5,太好康辣,10,Wdnmd真的,360382727
6,观影体验上讲这部作品肯定是成功的，就是剧情有些缺陷。看的时候感觉不大，看完后这剧情越想越不对劲。期待新海诚的下一部作品,8,野鱼君152,402677450
5,铃芽之旅不好睡，看了两个小时,10,闲云野鹤自然醒,442056805
5,君名给8分基准，天气之子7.7分.而这个我给7.2分。我觉得剧本就是有问题，在主题的呈现上，以及角色的行动基准上，我认为是稍有混乱的。在天气之子的基础之上加深了。还有剧情分配，也有问题,6,乁雩,244825735
5,太好看了，每一段蚓厄爆炸之后所降雨都炫彩，还有最后释放蚓厄那一段盘旋上空简直不要太震撼,10,爱鸽的萧,399111029
5,还是好看的嘛,10,四叶是你的谎言-,443733118
6,没多喜欢你的名字和天气之子，但是很喜欢这次铃芽户缔，虽然缺点确实很多,10,Q条峻太郎,400589693
4,剧情和场景都是一流！,10,他化柳月自在天,1324221315
6,已经二刷了，我真的很喜欢公路片,10,Aaron_Weasley_,38348428
5,一星给音乐和画面，一星给电影里有关于人面对死亡的描写。这是一部有优秀有缺陷的电影，缺陷在于如果把爱情写成友情，亲情多加描写会更好。看完之后一些缺陷时不时在刺着我，不如在b站看，还能省钱吃顿好的,4,綠山居,1812339932
6,君の椅子,8,萧然倚顿,39860698
5,很不错的电影，缺的这一星是因为到最后都没说椅子腿咋断的，一直以为这是个重要伏笔来着,8,索洋马奇,479105273
5,震撼俩个字,10,nia-l,402784947
5,非常喜欢,10,鹤立沅,286619027
4,带脑子看后面剧情一下就猜到了,6,没操作の李信,1172212819
4,完全陷进去了，还是觉得站在亲情片的角度 是可以打十分的！,10,Yuzu墨叽墨西,1896240606
4,一般般吧,8,LinkLogic,1700345066
5,对于在乎剧情和人设的人来说观感确实一般，当然画面配乐这点还是得肯定的。女主想去帮助，去救男主也挺合理的，但怎么那么快上升到爱情了？当女主喊出那句“没有草太先生的世界我很害怕”时直接整迷惑了,6,过氧化氢拌饭,353253041
5,影片还可以，但是没达到我的预期，可能是期望太高了。整部片节奏有点快，中间闭门太长了，像是被大臣撵着跑。片子还是不错的，就是没达到我的预期而已。,8,_抓鸭子-,2075863927
6,男主和音乐让我短暂忘记了剧情,10,-二间-,243824511
5,和天气之子比起来画质又好了不少,10,工藤壹,613578904
4,真的很好看，把男女主稍微的爱情和女主与亲人间的亲情刻画的很好，泪目了好几次,10,小狗和财八方来,293471900
5,画质，音乐可以，剧情太赶,10,我的未来式aaa,507692123
6,剧情一般般，bgm挺好听,10,热泪冷珠,294580491
4,真的不负三年‼️,10,bubble_-__,647472837
5,感情线，莫名其妙，要说是对灾难的批判，那后面又好像是一个女孩对自己的和解。甚至片尾的每一个剧情都可以预料到，甚至是在高潮出戛然而止，剧情一般般，画质效果，音质效率非常好。,4,莫学痴看,672553152
6,只有小猫受伤的世界,10,二度精分,220152003
5,还是很值得一看的,10,最贵的苹果汁,631714060
6,打发时间可以去看，不值得专门去看。画面/声音都拉满，只是剧情……呵呵。这个剧本也能通过，诚哥你要是被绑架了就眨眨眼。,6,o0黯淡,883406
5,不错，直面过去，不一样的人生，从个人看值得票子,10,唔岷,1712446305
6,刚看完，只能说非常好看,10,我是周哥不是周鸽,397009516
6,我就喜欢看水军刷高分,2,我叫王蜥蜴,397656959
4,观影个人感觉真的很不错，剧情很新颖，可能我喜欢干脆利落。我总觉得女主的性格有点太日漫的刻板印象了，总之不是很对我个人的胃口。不过女主自我救赎的过程还是很积极向上的，对男主一件钟情属于颜控啦233,8,我推时透天下第一,1891233698
5,看着挺舒服的，但看到那句“没有草太先生的世界我害怕”，感到十分疑惑，就没有体会到铃芽的感情的成长,6,埃奥加布林斯,491870769
4,看完以后天空下起了雷雨，有点想哭，想二刷,10,唱跳两年半皮卡鸡,678213424
5,感情线有点潦草了但整体还是非常不错的！,10,鸭鸭喊我汪汪队睡大觉,457447888
4,开头剧情有些尬，女主对一面之缘的男主一见钟情，就开始疯狂找他，爱情来的莫名其妙。后面大臣把男主变成椅子是因为想和铃芽在一起，但是铃芽不喜欢它，它就自己跑了。一开始觉得猫猫讨厌，后来觉得猫猫只是想得到爱,8,fun朝生,1644148297
5,真的很好,10,sentiment_berry,272820635
6,很喜欢！不知道说什么，词穷（大哭.jpg）,10,-南鸢_,234395388
4,爱死铃芽,10,兵长的vip鞋垫,592303420
5,感情线0分，故事发展就给我感觉男主但凡丑一点都不至于有这档子事。画面给一星，还是比较震撼的。环姨妈和男主好基友我也给一星，男主给一星，两只猫0,6,清尘剑,258529908
6,女主喊出那声“没有草太的世界我很害怕”的时候有点没绷住，其他地方还好，总之值得去影院看一下，视听感官还是很不错​。,10,_路过__,329024230
5,个人认为不管看什么别人的观点只能是参考，想看的就去看，你自己的感觉才是最真实的。,8,警视厅厅长李田所,696832563
6,剧情很迷惑，但音乐和美术不错，客观三星，但看过君名和天气之子的我只想给两星,6,萝卜别吃,25719534
5,ヾ(ﾟ▽ﾟ)ノ,10,摸鱼人二代,507594858
4,有幸见证三年之约,10,PR_江,471531061
5,我觉得还可以，当然看一遍不足以去评判这一电影的好坏，就是爱情线多余了，,8,白井黑子ぃKuroko,488343778
5,还得是你啊诚!,10,绿白的粉,472339036
6,不错的电影！！完成度很高的一部作品，拉踩一下   你的名字 > 铃芽之旅 > 天气之子,10,羽户嵇忍,11006369
6,蚓厄出场配上插曲太震撼了！,10,vigourhh,87449261
6,一场令人疲惫的旅程。似乎有想表达的内核，但在粗糙的爱情和亲情线叙事以及杂乱的情绪节奏下被掩盖了，唯一值得一提的就是只能称之为稳定的作画。新海诚在电影的基本功上确实还需要打磨和沉淀。,4,爆炸爱丽丝,26556827
5,故事情节可能有些拼凑，但优秀的视听体验真的很棒,10,优子yuki,436953656
4,好好看！想二刷,10,喜欢墨香的猪蹄子_,1081829856
5,两个小时显得有些许仓促，整体上来讲不错是一部很好的作品，有很多细节做得很到位如对背景的颜色变化等，值得一看。,8,天一明凤,383112686
6,爽,10,常乐凯特Changle_cat,313519315
4,真的不错,10,可莉什么都不知道哦,527725469
6,好看！,10,碘伏棉签,56799871
5,成长线是写的比较好的，我个人比较喜欢这种剧情。起码不是那种纯恋爱了，从个人上升到家庭，再上升到社会，不错的,10,我的cp全都真,690453895
6,昨天看完了，男主真好看，新海诚第一个（？）成男美少男设定男主，尊的很喜欢，场面震撼，喜欢，男女主互动喜欢,10,夜行咕咕,308115804
5,很好看，但没有对比就没有伤害，只能说前面做的太好，导致这个有点不好看,10,隣の家の天使様,512396196
5,好看,10,6模维娜,246537586
4,"btqzzq,bjmr",8,茕茕却又在自娱自乐,518555977
6,画面非常美，音乐非常好听，剧情之间的衔接也很完美。整体剧情太赶了，男女主爱情来的有点突然。总之就是很震撼人心(≧▽≦),8,是熙不是羲,382701499
6,佳作有余 神作未满,10,女孩為何穿短裙D,36324172
6,感谢哔哩哔哩z＋观影团提供的首映礼～，新海诚导演时隔三年的新的作品，本作创新性的融入奇幻冒险的元素，男主女主为了追寻“大臣”的踪迹向日本各地冒险探险的故事，画面音乐都十分到位，总体还是一部很不错的作品,10,北京黎羽科技-GKLKK,170182356
5,敬畏自然，逝者安息。,10,shenbao,471474547
5,我还是挺喜欢的，打算过几天再去电影院三刷,10,杉玄玄玄,34830333
4,整部电影很震撼在影院看真的很有共鸣吧女主救赎自己的那一段真的很感动回来之后看了解析真的觉得这部作品想表达的不仅仅是我们看到的还有很多很多深层含义看一次可能理解不了总之每个人感谢不同很值得去看看,10,Ciwkkal,494390462
5,爱情线上有点牵强和赶除外的话，总体来说我认为还是不错的，画风和配乐还是一如既往的令我震撼，只能说要是爱情线再刻画得好一些完全是可以成为一部神作的，在我看来这次的铃芽之旅比君名差，比天子好些，个人观点,10,我在摸鱼ing,600579689
4,真的很好,10,爱冰同学呀,433356852
4,昨晚在影院看了，今早回想起，md我到底看了一个什么东西啊？！！你可是新海诚啊，别学艺画开天行吗。,4,LEE忘了几号,1523769009
5,剧情一般 音乐和画面很好,8,-QAQ--_,60981264
6,还不错，观感挺好，值回票价,10,马修胡丁,3633684
5,泪点相比于前几部降低了很多，我感觉这部电影主要讲的不是爱情，反而亲情方面讲的比爱情多，爱情线有缺点（更像是友情）。但是这部电影的核心是我感觉最好的一部，值得我们去看的,10,某位菜鸡QAQ,498127806
5,怎么说嘞，为了一碗醋包了一顿饺子,8,情种陈汉生,406095301
5,想起来之前《泡泡》出来的时候，下面有一句评论：一堆业界大佬做了一个连新海诚都不如的东西。然后新海诚用《铃芽之旅》证明，《泡泡》还是可以和新海诚一较高下的。（流汗黄豆）,6,花茶香饮,350608340
4,总体来说的话其实这篇电影如果没有把铃芽和草太的感情线写的那么潦草的话还是很好看的，从音乐和剧情分布上的话和铃芽小时候个自己的明天相遇是一大看点反而觉得女主虽然有点恋爱脑，主要感觉还是在讲铃芽自我救赎吧,8,猫磕飞鱼,1800677807
5,真的感觉得到不一样，比前几部好看，男主变帅了,10,提瓦特の大哥大,170091768
4,剧情推进有点牵强总感觉缺了点什么.人物之间关系发展有点迷.场面可以配乐也震撼，灾难写的也很好.还是有点小失望doge.,8,xiao风zzz,2024221187
5,虽然感情有点莫名其妙的，但是叙述非常完美。所有的反转都有伏笔，剧情拉动着观众的感情真的很妙。但是如果把感情线说得不那么生硬就好了，有点勉强的感觉,10,十蕊鬼人,388348496
5,刚在电影院看完。个人认为音乐和画面来说，没有另外前两部灾难片震撼，不知道是不是我的期望太大了。另外，我感觉电影中有很多地方还是能戳住泪点的。总之，个人认为还是不错的，希望新海诚的作品越来越好!,10,副董_,522503985
4,格局放大点，别上来就恋爱脑，整剧是女主的自我救赎，音乐画风没得说，最有争议的就是剧情，简言之你认真看注意细节，很多事都可以解释，但是你要是想找问题，那也会找出很多，看自己的胃口吧，我觉得是一种新的突破,10,Max汐柠丶,619902769
5,感情戏答辩,6,-Acaw-,617387819
5,感觉这次的铃芽户缔并不是很惊艳,6,望月松-,454394336
5,这还不如天气之子呢，女主恋爱脑，看到长得帅的就走，后面男主戏份还不如白猫呢,6,冒事号,687010323
5,挺好的，希望下次是龙卷风,10,一镜映双鬓,425259085
5,佳作,10,灯帘卷子,553617373
5,等我二刷完再写长的，还有一个小时开始，来不及了,10,十乐画生,430000164
5,电影一上映就去看了，真的很受震撼，回去后听着音乐都有一种沉重的感觉,10,一份普通的六向箔,1050851919
6,“我知道命如蜉蝣， 死亡如影随形，但我依旧祈祷，哪怕只是再多一年、再多一天、再多一时，我们也想要活下去。”​,10,最喜欢揍阿库娅了,6695985
6,不错,10,似风是个小天才,319066135
5,。,6,林鸠鸠qvq,101269933
5,可以和天气之子放在一起了，剧情有较大硬伤，节奏太快，主角有降智片段，但是作画和音乐不错。,4,镜中如若纯粹,381804100
4,音乐好 剧情还行,8,L77-轩轩,1653471813
5,绝绝子 电影院看2D都很震撼,10,顾降善大帅逼,328322326
4,我愿取之名为（缺爱小猫舔狗记）（怨种姨妈帮别人带娃带出个白眼狼~）,2,小缘吖dT-Tb,508931568
4,新海诚你可以永远相信，看完之后觉得很舒服。,10,格莱美导师,1728803930
6,观感不错 有点瑕疵 但不真影响整体观感,10,nekonekonekoda,149979772
6,只能说真的久违地没有看这种动漫电影的感觉，值的一看!  结局是HE!只想说新海城的电影难得见一次发糖，难得看完一次电影后内心十分感动!,10,成榕WHR,381595310
5,非常好看,10,月光下的鸣人,74085519
5,我很爱看就完了！,10,Windows_Defender,358496131
5,刚从电影院出来，最后几句台词给了我很大的感触。我根据我的个人理解浓缩了一句话。《铃芽之旅》一致每一个在黑暗中寻找光明的人,10,洛墨函,482270337
5,还不错,10,SakuraTearsQAQ,588977350
5,666,10,某不知名呆毛菌,435252519
5,你的名字抵御陨石，天气之子抵御水灾，​铃芽之​旅抵御地震我懂了，新海诚这是抗震救灾三部曲，呼吁我们抵御自然灾害,10,地球分道之中,505933639
6,神作,10,唯愛一行琉璃,178990073
5,诚导一如既往的稳定，看完以后甚至不想从座位上离开,10,开心快乐小胖盒,507818584
6,去看的IMAX，大场面好剧情不做作节奏紧凑性格讨喜,10,快乐的滑虾,169455345
4,太帅了,10,御用羊驼_,1008396205
5,铃芽真的超级勇敢超级有魅力！个人认为这一次的女主是新海诚电影里塑造最好的，男主是最帅的！但是整体来看口碑没有超越你的名字，不过我单方面宣布两个在我心里一样好看！！！,10,干什么都是三分钟热度,86186498
4,是救赎，是对大自然的赤诚，是对现在生活的感恩，是对未来活下去的勇气。,10,Kiki废柴,440900818
5,别当爱情片看！剧情有小漏洞但我个人感觉不是很影响观感，完全值票价，画面音乐都很棒，最后一段直接让这个电影在我心中提升一个台阶（我不是专业影评只是上了五天书想休息qwq,8,Chen_Pigeon,456530886
5,很喜欢,10,Scottaaaaaaaaaaa,443064386
6,一分画面，一分音乐，没什么好说的,4,她肯定会,76732772
6,都好，就是剧情太牵强了,8,小峰不会遇到千鹤学姐,91812596
5,“我出发了，去喜欢的人那里！”  草太小板凳别太可爱了 电影好看歌也好听！！！（振声,10,憨憨芊柠,475092327
4,力推真的很好看,10,结城ultra,484462879
5,挺可惜的,8,_Kava,667372770
6,"音乐很好，画面很好，唯一就是个人不是很喜欢这个恋爱脑女主，为了只见了几天的男主离家出走，姨妈都不知道自己做错了什么,同样的，猫猫凭啥要一直坚持自己的宿命，他就不能有自己的生活吗？（仅个人观点）",6,弦青,8225187
5,剧情有点草率啊，感觉还有不少事要做就结束了。PS：有一分是给猫猫的,8,玛莱门神,517601213
5,刚从电影院出来，哭的像狗,10,肝长人,400314708
5,力推快看,10,B站就宠我,415263831
5,很喜欢新海诚也很期待，这次画面和音乐都很不错，立意和主题也很发人深省，但是剧情着实让人笑不出来，希望以后能在剧情上多用心吧，这次的剧情真的一言难尽，三颗星一颗给画面一颗给音乐一颗给预告,6,我又美又努力才不烂呢,437907724
5,一路上有爱情亲情、友情和陌生人的支持与陪伴，不光有爱情，画风一旧美，剧情还是可以的,10,被子不离身,501631755
5,电影院看了，全程无尿点，憋尿一个小时，好看死了,10,我是丞丞汁儿,141531158
5,真心感觉挺好的,10,XIAO-HKP,1656007535
5,由爱情上升到对未来生活美好的期望，新海诚最新的一次革命，没啥好说的，看完就一个字“爽”，绝对值得一看。,10,才不让你们撅呢,305201459
5,真的很喜欢，无论是画面和节奏都把控的很好，也没有网上说的感情基调那么离谱,10,枫鮸-NESS,399500867
5,"去电影院看过了,只能说跟前面几个作品比起来过于逊色了，不是很推荐看，但不推荐去电影院看",6,up35788,263143283
5,和老婆一起看真nice 电影内容也还不错 内容好 细节也好 就是感觉内容进度稍微快了点 画面太美感 感觉都可以做壁纸   新海诚还是一样厉害的呀,10,少年不良,24945192
4,蚓厄真的让我很震撼,10,三岁小屁孩纸,1810752551
5,超人,10,-君の嘘,102823847
5,真的非常震撼啊，很令人感动,10,Nobeard,1924726507
5,从关门人的工作，到铃芽的弥补，最后到大臣的弥补，故事线总感觉比前两部电影单调了点，但这回的福利很不错（,10,菇力怕吖,603072354
6,不要浪费时间和金钱去看，一见恋爱脑加先毁灭世界再拯救世界最后自我感动，新海诚寄大成之作,2,是风动-还是幡动,435973037
5,好！,10,W-J-coco,1585539265
5,感情线来的有点莫名其妙，但不管是配乐还是画面质量来看都是不错的，我最喜欢的一个画面还是大臣甘愿变回要石的那一刻，明明才获得了自由，就要被束缚了，这部电影相对来说爱情少一点，更多的是铃芽的成长之路,6,西金ee,674189815
5,不是很喜欢。三部曲中（言叶没看过），最喜欢的是天气之子。特别喜欢那种带日常的铺垫情节，感情逐渐升温……铃芽之旅真的一点都没有，所以给我的观感就很突兀。看在画面和音乐的份上，总体给个三星。,6,永远喜欢亚托莉_,1573883796
6,一般，剧情平淡,4,宝多六花sk,198576963
4,很好看的，跟以前一样，帧帧壁纸，整个人都陶醉进去了,10,初三西内,438681004
6,太好看了,4,永远的靓仔希,410192736
5,佳作，但不是神作,8,神に同行する,640706050
4,刚从电影院看完，没有辜负我们的期待^ω^,10,一青柠之夏,1105969336
4,剧情东京前感觉有点重复了，一直关门扣一星，音乐给2星，质量给2星,8,白如彦,1889169075
6,剧情方面没有前几作那么震撼的剧情起伏，音乐不错，爱情方面没有涉及那么多，其实亲情的感触给的更多，新海诚自己说过，这是献给东日本大地震那些失去亲人的人们，也许他们会有更多感触,8,Sunttler,35770322
5,从秒速五厘米一直喜欢诚哥的电影，在24号看了首映，观感还不错，音乐，壁纸都是高水准，还是挺值回票价的，就是男女主的感情戏太突兀，后面节奏有点乱，期待下一个三年之约,8,炎炎特战队,443872687
4,看完总在回味，大臣真的好可爱,10,今天的作业没写完,433674786
5,好看，篇幅太短导致太多设定没办法展开,8,帽子先生く,443347454
5,只能说中规中矩，不算神作但也不会太差,8,世界只是在旋转,497060139
5,很不错今天去看的,10,無殇寮奈,476906245
5,还是好看的，值得佳作。,10,环瑞,430193909
4,观感不错,10,noch2,1176912555
6,跟着B站活动看了，很好看,10,灯泡の十二W,23075120
5,偏向奇幻的风格，符合我的喜好，东京一段真的太棒了，音乐起鸡皮疙瘩同时起，但，希望下次能和女孩子一起看，七个大男人，有点违和（doge）,10,MiaoPS呀,402086653
5,开头有点无厘头，不知道女主为啥跑去找男主后面才知道，大臣我T^T,10,星爱桃,372674341
5,加油,10,不会放电的御坂,1929862347
6,椅子可以坐,4,隔壁智搜Official,16975958
5,震撼，好看，感情线有点乱，其他都好，音乐还是好听。,10,ushdbxuehnejxjs,307831163
5,真没get到哭点，wb上全是看哭了，真不理解,4,失珏EMT,296735862
5,[星][星][星][星][星][星][星][星][星]  挺好看的,10,いのうえたきな,436963405
6,哭死了，想二刷,10,芋圆奥利奥我的爱,27484505
4,我个人不觉得铃芽之旅的剧情烂 相反比起天气之子和你的名字我更喜欢这部 剧情很有意思 我认为男女主这样的关系是趋向于一起经过困难而产生的感情 并不是莫名其妙 总之铃芽之旅是一部好的电影,10,乌桪,501948737
5,大臣意难平,8,河粉不是盒粉,95498349
5,无敌，巨作,10,FlyingLife,515013345
5,好,10,叶恋者,275937107
5,如果你是抱着看《天气之子》和《你的名字》的心态，那你难免失望，我认为这部电影关于亲戚、成长的部分更让人动容，而爱情可能是因为篇幅的原因有些生硬，想表达的太多，想都表达好太难了，没把握好感情戏，总体不错,8,老张有点小脏,299942487
4,好,10,飞哦里明敏,1760744781
4,比起你的名字，这部作品更能让我共情，讲述的东西也不是在侧重爱情，更像是女主的成长和对灾难后的反思，对比原来的风格进行了突破，画质和音乐也是无可挑剔，绝对称得上是上乘佳作,10,86442251669_bili,386345423
5,绝对的5星,10,比企谷丿雪乃a,514388708
5,哭的很惨,10,意识土豆鱼,285343095
6,铃芽之旅是一场成长之旅,10,隐青绿,23975255
6,个人觉得电影很好看，它抓住了我的眼睛，剧情什么的没有细想，不让人看着的时候觉得突兀就很好了，但是我觉得看完让我很舒心，有着新海诚电影一直以来的画面震撼，想二刷，因为买错了中文呜呜呜,10,-飘雪_,38703261
5,新海诚，你就是神,10,愉悦的偷税者,352332454
6,主打的就是一个陪伴 这次剧情感觉有点突兀，音乐画面是内个味可能是前两部太高了这部略显平庸,6,神父恩里克普奇,9966489
6,很好看,10,青雀又去摸鱼了,287130713
5,一个人看，也是不错,10,支配された猫,1262797096
5,我喜欢，我和我朋友最后都看哭了，中间有的地方有点无聊，不过大部分都不错，歌曲好听，就是小猫都没了好可惜啊,10,syusukeaa,4413155
4,真的是一部非常不错的电影，虽然爱情线可能有些不太理解但是不影响成为我心中的神作。看完以后我在影院就开始哭，除了影院回家半路上就绷不住了蹲在路上又哭了,10,柯基研究所,489537300
6,还是一个人去看了。一边觉得情节离谱一边还是哭了，怎么能不要猫猫啊我气哭(ꐦ°᷄д°᷅),8,MlkdL贝贝OH,14827457
5,还挺有感觉的，音乐很有氛围,10,文西是真滴C,10938778
5,和你的名字在我心中的地位一样,10,霖眼里有星辰,422375919
5,感觉不是很自然，剧情有点快，不过还可以接受,8,路过的氧气,619336709
4,画质，音乐5分，剧情3分,6,奢侈了一把,589572109
5,音乐很好听（）剧情有点中二，总体还是很不错的,10,花楹楹捏_,391344647
6,太好看了，不愧是你新海诚,10,这就是你所守护的世界,88738325
4,对于我来说我觉得铃芽之旅是非常好看的让我有所触动,10,L-ZERO-C,365741233
6,最震撼的还是那神秘的咒语，感谢神明，诚惶诚恐，予以奉还,10,望方不归砚,161816036
5,因为感情线扣一分，作为经历过地震的我最后属实破防，虽然我不太喜欢日本人，但灾难面前人类都是一样的，新海诚这次的格局很大，个人观感排名：天气之子＜你的名字＝铃芽之旅,8,-幾千星-,477145644
5,真的对于我和我朋友来说很好看，只不过全场笑点都在男主变成凳子追着一只猫跑酷，而且真的很喜欢背景音乐,10,荒塘_,443632814
6,又是一部时空线交错汇聚的电影。看到前面一部分就能猜到个大概，看到中间部分基本上可以确定最后的走向了，感人也是真感人，不是很生硬，毕竟铃芽对草太也算一见钟情，这其中的原因可能也有未来的她影响着吧。,10,Seroquel,14649847
5,真的不错的一部电影，整体观感不错，音乐绝了,10,luis也叫路意思,321161118
5,对比以前的作品明显不够 但仍然比同级别的作品要好 等待下一个三年之约！(新海城 我的超人 ),10,澜钰SaMa,588149378
4,很好看和喜欢的女孩一起真好,10,楷鸪,631179746
5,唯一美中不足的就是女主那句：没有草太先生的世界我害怕——铃芽本事是个颜狗能理解，但行为应大多是愧疚，这时候说这种话，像个小姑娘，更像个恋爱脑，把之前行为都是恋爱脑所致的恋爱脑,8,早悟枣屋,444976046
5,只能说还行，爱情线真的可以不要，但音乐真的太神了,8,C级99位,306081462
6,这是一部以“灾难”、“大自然”和“旅途”为主题的剧场版动画。在影片中看到了日本各地的景色和人们，表达了人与自然的关系应是平等的关系，对灾后人们对未来生活的鼓励和向往，无论过去如何黑暗未来一定是美好的。,10,似月似水,30331122
5,简单评价：新海诚的经典流水线作品 质量上等 但剧情一般 感情线烂 大臣有点初生 不符合现实 总体还行值得去看,8,Lebut伊始,484890114
5,感情线好奇怪，女主就因为男主是帅哥就独自一人去废墟找陌生人，刚认识一两天就又亲又抱[笑哭]男主也是，感觉没经历什么就庆幸遇到女主了,6,Tressa_Colozone,398464936
5,不管你是不是二次元，但这部片子绝对可以称得上无敌！,10,崇星ccccc,36462527
6,一分给音乐一分给声优一分给画面,6,她在我心里放烟花耶,80678708
5,喜欢,10,芝士cheeess,431892553
5,情怀给满分，画面表现也可以满分，剧情的话，逻辑性不够强，对于女主过去的事着以更多笔墨就更好了。 总的来说值得一看！,10,追番的物语,490634242
5,在香港已经看了两次了，每次看都觉得那画面音效是真的很震撼，不管看几次都会跟着一起紧张,10,忆书雍,337490244
5,今天下午去看完了，为什么我的眼里常含泪水ŐдŐ，不过总结下来就是，这是我至今我个人最喜欢的一部电影，从不同的角度去看待不同的每一帧画面都有别样的滋味(≧∇≦)/,10,ruru-苺氷,10898344
5,不得不说，画面 音乐 特效 真的很好，只能说不愧是新海诚！但是剧情做的有点潦草，不管是女主和男主的，还是女主和亲人的，感觉都想做好，但都没做好的样子，但我依然支持新海诚，希望下次能更好！加油吧,8,秋枫moon,383863283
5,你可以永远相信新海诚作品的音画,10,UnrealSakula,651418645
5,音乐和画风无可挑剔，就是剧情中的人物塑造的都有点自来熟，总体来看结合结尾小彩蛋还是不错的,10,双子月夜的奶酪,490079202
5,不管，左大臣就是我的,10,Aion挚爱艾拉,375111130
4,特别震撼,10,月色不只是美,689621916
4,好看，,10,仙白AWA,496589828
4,真的很好看,10,絕u境,645823017
5,剧情扣人心弦，很感动,10,渍渍是,1260919568
4,前面剧情铺垫有点不咋滴，但整体很不错,10,十月_k,645418624
4,和天气之子质量差不多，中间有笑点，不错,8,因心哟,2035637286
5,今天在电影院看的，挺好看的。,10,所向披靡的小美,346360294
5,神中神,10,木语更声,399290062
5,没得说，剧情没有你的名字那么优秀，但是大场面震撼得多，真的很震撼,8,空城仍存旧梦归,523856075
4,三部都太棒了，叫你的门子（bushi）,10,べゃコ,1627915424
5,看了感觉还行，画工有新海诚那肯定有保证，剧情的话还是故事夹杂谈恋爱，也就那样吧看完没感觉，不喜勿喷,8,交战规则,43726955
5,感觉铺垫的比较少 高潮部分感受没那么强烈 煽情也没到位  想表达的东西很多但是没把握住 比预期中的差了点 美术音乐方面还不错,8,幸平-创真,505568266
5,好看,10,逸疏呐,496559134
5,一贯的新海诚，不同的新海诚,6,句号--哥,381615504
6,画面真的太棒了！感情线还有很大的提升空间。,10,歆籁,300600896
5,这部作品在看的时候，想到的就是“物哀”大蚯蚓就像是日本地质灾害的具象化呈现，而人们对美好生活的回忆变成了关门的力量也颇为浪漫，而男女主对彼此的留恋也是这份力量的体现，最后面对亲人的离世关门，走向明天。,10,聊天的白桦,652271718
5,说真的这次剧情和画面着实不错，很超预期了！,10,真寻Mio,1075414899
5,男女主感情线没有写好，总觉得男主对女主的感情变化没有呈现出来。有种太过注重女主旅行的成长把男主丢在一边的感觉。,8,阳炎级雪风号驱逐舰,472301368
5,特效不错，音乐不错，坑太多,6,细菌与荼酱,647983616
4,猫猫党震怒，为什么最后大臣和左大臣和有变回要石了，意难平,10,bili_61229329429,627643842
5,有的观众觉得剧情上的问题是男女主直接的感情突兀，太突然。我觉得新海诚的立意主要是地震上，其次再讲的是爱情。如果主要是为了看爱情的话它确实不够优秀，但是不将爱情作为主要来看，它不免是一部非常优秀的电影。,10,失踪人口薛汀谔,522283842
